Company,Designation,Locations,Established Year,Employees Count,Link,HR_Name,Experience,Followers,Skills1,Skills2,Skills3,Skills4,Skills5,Skills6,Skills7,Cluster,Experience Category
MineralTree,Senior Software Engineer,Bangalore,2010,50 - 200 employees,https://www.instahyre.com/job-246765-senior-software-engineer-at-mineraltree-bangalore/,Kavya Shree,5-9 Years,12230,Java,Spring,Boot,Microservices,MongoDB,AWS,,Class2,Mid-Level
Nirvana Insurance,Data Scientist,Bangalore,2021,10 - 50 employees,https://www.instahyre.com/job-246766-data-scientist-at-nirvana-insurance-bangalore/,Dharya Aggarwal,3-6 Years,2000,Machine,Learning,Python,NLP,Data,Analysis,Statistics,Class2,Junior Level
Nirvana Insurance,Tech Lead Manager,Bangalore,2021,10 - 50 employees,https://www.instahyre.com/job-246773-tech-lead-manager-at-nirvana-insurance-bangalore/,Dharya Aggarwal,6-11 Years,2000,Java,Golang,Python,,,,,Class2,Mid-Level
PingSafe,Technical Content Writer,Bangalore,2021,10 - 50 employees,https://www.instahyre.com/job-246774-technical-content-writer-at-pingsafe-bangalore/,Kaustav Phookun,2-4 Years,21121,Content,Writing,SEO,NLP,Wordpress,Technical,Writing,Class2,Junior Level
Apollo.io,Staff Backend Engineer,Work From Home,2015,50 - 200 employees,https://www.instahyre.com/job-246761-staff-backend-engineer-analytics-at-apollo-2-work-from-home/,Anushree Kini,10-14 Years,33878,Big,Data,C,Golang,Java,Python,Ruby,Class2,Senior Level
Arintra,Engineering Manager,Bangalore,2020,10 - 50 employees,https://www.instahyre.com/job-246755-engineering-manager-at-arintra-bangalore/,Ramya Tanya,8-12 Years,3854,Spring,Java,Microservices,JavaScript,,,,Class2,Senior Level
Deutsche Bank,Control Room Manager,Pune,1900,More than 1000 employees,https://www.instahyre.com/job-246757-control-room-manager-at-deutsche-bank-pune/,Lithin Raj,13-18 Years,1921024,ITIL,Technical,Support,Production,Management,,,Class1,Senior Level
DP World,Lead SDET,Gurgaon,2005,More than 1000 employees,https://www.instahyre.com/job-246751-lead-sdet-at-dp-world-2-gurgaon/,Akansha Gupta,10-14 Years,4253,Java,Automation,Testing,Selenium,SDET,,,Class1,Senior Level
MatrixCare,Software Engineer,Bangalore,1982,500 - 1000 employees,https://www.instahyre.com/job-246754-software-engineer-at-matrixcare-bangalore/,Joti Bala,7-9 Years,13000,Java,Spring,Boot,JavaScript,,,,Class4,Senior Level
Nextwebi IT Solutions,Human Resource Executive,Bangalore,2015,10 - 50 employees,https://www.instahyre.com/job-246758-human-resource-executive-at-nextwebi-it-solutions-bangalore/,Nikita Dhiman,0-2 Years,4340,Employee,Engagement,Recruitment,Talent,Management,,,Class2,Fresher
Quince,Technical Lead,Bangalore,2018,50 - 200 employees,https://www.instahyre.com/job-246760-technical-lead-java-at-quince-bangalore/,Swatee Paithankar,4-7 Years,12488,Java,Spring,Boot,Spring,SQL,NoSQL,,Class2,Mid-Level
SimpleDataLabs Inc,Senior Software Engineer,Work From Home,2017,10 - 50 employees,https://www.instahyre.com/job-246759-senior-software-engineer-at-simpledatalabs-inc-work-from-home/,Joti Bala,9-13 Years,0,Java,Hadoop,Scala,Spark,,,,Class2,Senior Level
SpeckyFox Technologies India,Business Development Executive,Noida,2018,50 - 200 employees,https://www.instahyre.com/job-246750-business-development-executive-at-speckyfox-technologies-india-noida/,Suraj Ojha,1-3 Years,1746,Business,Development,,,,,,Class2,Junior Level
Sundial,"Frontend Developer, Software Engineer",Bangalore,2020,10 - 50 employees,https://www.instahyre.com/job-246762-frontend-developer-software-engineer-at-sundial-bangalore/,Dharya Aggarwal,3-6 Years,3545,HTML,CSS,Redux,JavaScript,,,,Class2,Junior Level
Cleartrip,UI Designer,Bangalore,2006,500 - 1000 employees,https://www.instahyre.com/job-246741-ui-designer-3-at-cleartrip-bangalore/,Khushboo Kothari,5-8 Years,201000,HTML,JavaScript,CSS,Architecture,,,,Class4,Mid-Level
Cleartrip,UI2,Bangalore,2006,500 - 1000 employees,https://www.instahyre.com/job-246738-ui2-at-cleartrip-bangalore/,Khushboo Kothari,3-5 Years,201000,JavaScript,HTML,CSS,,,,,Class4,Junior Level
GlobalLogic,Java Full Stack Lead,Bangalore,2000,More than 1000 employees,https://www.instahyre.com/job-246740-java-full-stack-lead-at-globallogic-bangalore/,Vishakha Tyagi,7-11 Years,749000,Java,AWS,Microservices,,,,,Class1,Senior Level
India Truck Logistics,Customer Support Representative,Navi Mumbai,2015,50 - 200 employees,https://www.instahyre.com/job-246748-customer-support-representative-at-india-truck-logistics-navi-mumbai/,Anushree Pawar,0-1 Years,274,Business,Development,Corporate,Sales,Direct,Sales,,Class2,Fresher
Learning Routes,Education Counsellor,Gurgaon,2016,50 - 200 employees,https://www.instahyre.com/job-246746-education-counsellor-at-learning-routes-gurgaon-jaipur-mumbai/,Vaishali Thakur,0-4 Years,21571,Business,Development,Direct,Sales,Sales,Telecalling,,Class2,Fresher
Planview,.NET Developer,Bangalore,1989,500 - 1000 employees,https://www.instahyre.com/job-246747-net-developer-c-at-planview-bangalore/,Fatma,7-10 Years,42000,Angular,TypeScript,,,,,,Class4,Senior Level
StepChange,SDE1,Bangalore,2022,10 - 50 employees,https://www.instahyre.com/job-246749-sde1-at-stepchange-3-bangalore/,Ravindra Rathod,5-6 Years,9884,Java,Spring,Boot,MySQL,AWS,,,Class2,Mid-Level
StepChange,Software Engineer,Bangalore,2022,10 - 50 employees,https://www.instahyre.com/job-246743-software-engineer-at-stepchange-3-bangalore/,Meenal Sharma,1-3 Years,9884,Java,Data,Structures,Algorithms,,,,Class2,Junior Level
Verizon Communications,Data Engineer,Bangalore,1983,More than 1000 employees,https://www.instahyre.com/job-246745-data-engineer-real-time-at-verizon-communications-bangalore/,Ipshita Samantroy,4-7 Years,167,BigQuery,Google,Cloud,Kafka,Dataflow,Apache,Beam,Class1,Mid-Level
VideoVerse,Senior Java Developer,Mumbai,2022,50 - 200 employees,https://www.instahyre.com/job-246744-senior-java-developer-at-videoverse-mumbai/,Vishali Vashnavi,6-8 Years,6337,Java,Data,Structures,Algorithms,Microservices,,,Class2,Mid-Level
Bizongo,Sales Specialist,Hyderabad,2014,200 - 500 employees,https://www.instahyre.com/job-246735-sales-specialist-at-bizongo-hyderabad/,Swapnil Nautiyal,3-7 Years,48000,Corporate,Sales,Lead,Generation,Sales,,,Class2,Junior Level
Expedia,SDE 2,Delhi,1996,More than 1000 employees,https://www.instahyre.com/job-246718-sde-2-at-expedia-delhi/,Rishabh Wadhwa,3-8 Years,6940,Java,Data,Structures,Microservices,Algorithms,Spring,,Class1,Junior Level
Gameberry Labs,Games Producer,Bangalore,2017,50 - 200 employees,https://www.instahyre.com/job-246725-games-producer-at-gameberry-labs-bangalore/,Blessy Fernandes,2-4 Years,9690,Project,Management,Program,Management,,,,Class2,Junior Level
MeeTri Infotech,Full Stack Developer Python + React,Noida,2009,10 - 50 employees,https://www.instahyre.com/job-246720-full-stack-developer-python-react-at-meetri-infotech-noida/,Kavya Jain,3-5 Years,5085,JavaScript,Python,Django,Flask,,,,Class2,Junior Level
Prismforce,SSE,Bangalore,2020,10 - 50 employees,https://www.instahyre.com/job-246723-sse-backend-at-prismforce-bangalore/,Muskan Singh,3-6 Years,3113,JavaScript,MySQL,HTML,Data,Structures,,,Class2,Junior Level
Prismforce,SSE,Bangalore,2020,10 - 50 employees,https://www.instahyre.com/job-246726-sse-frontend-at-prismforce-bangalore/,Muskan Singh,3-6 Years,3113,Angular,JavaScript,CSS,HTML,,,,Class2,Junior Level
Prismforce,Tech Lead,Bangalore,2020,10 - 50 employees,https://www.instahyre.com/job-246722-tech-lead-at-prismforce-bangalore/,Muskan Singh,6-9 Years,3113,TypeScript,Microservices,JavaScript,,,,,Class2,Mid-Level
Rebel Foods (Faasos),Software Engineer,Mumbai,2010,More than 1000 employees,https://www.instahyre.com/job-246732-software-engineer-at-rebel-foods-faasos-mumbai/,Feroj Sayyad,5-8 Years,5223,AWS,Angular,jQuery,HTML,,,,Class1,Mid-Level
SatSure,Senior Cloud / DevOps Engineer,Bangalore,2017,50 - 200 employees,https://www.instahyre.com/job-246729-senior-cloud-devops-engineer-at-satsure-bangalore/,Ravi Dubey,4-7 Years,17000,Ansible,Terraform,CI,CD,DevOps,,,Class2,Mid-Level
Upstox,Software Development Engineer IV,Mumbai,2010,200 - 500 employees,https://www.instahyre.com/job-246731-software-development-engineer-iv-ios-at-upstox-mumbai/,Asutosh Maharana,8-12 Years,91000,Hybrid,Apps,iOS,Flutter,React,Native,,Class2,Senior Level
Bajaj Allianz Life,Sales Executive,Ghaziabad,2001,More than 1000 employees,https://www.instahyre.com/job-246717-sales-executive-at-bajaj-allianz-life-ghaziabad/,Dipendu Das,5-10 Years,198332,Sales,Operations,Marketing,Marketing,Communication,,,Class1,Mid-Level
Banyan Intelligence,Frontend Developer,Bangalore,2021,10 - 50 employees,https://www.instahyre.com/job-246716-frontend-developer-at-banyan-intelligence-bangalore/,Shalabh Kulshreshtha,2-5 Years,51,CSS,HTML,JavaScript,Angular,,,,Class2,Junior Level
Cleartrip,UI 3,Bangalore,2006,500 - 1000 employees,https://www.instahyre.com/job-246715-ui-3-at-cleartrip-bangalore/,Akshay Siva Chandran Srinivasan,5-10 Years,201000,JavaScript,HTML,,,,,,Class4,Mid-Level
Drypto,Technical Product Manager,Bangalore,2022,0 - 10 employees,https://www.instahyre.com/job-246712-technical-product-manager-at-drypto-bangalore/,Drypto Admin,0-2 Years,36,Product,Management,,,,,,Class2,Fresher
Hotelzify,Software Engineer,Bangalore,2022,0 - 10 employees,https://www.instahyre.com/job-246708-software-engineer-full-stack-backend-heavy-at-hotelzify-bangalore/,Unnikrishnan Cj,0-3 Years,41,AWS,CloudFormation,Machine,Learning,,,,Class2,Fresher
Intellect Design Arena,Data Scientist,Work From Home,2014,More than 1000 employees,https://www.instahyre.com/job-246713-data-scientist-at-intellect-design-arena-work-from-home/,Sridevi Viswanathan,3-7 Years,190000,Machine,Learning,Python,NLP,,,,Class1,Junior Level
Intellect Design Arena,Data Scientist,Work From Home,2014,More than 1000 employees,https://www.instahyre.com/job-246714-data-scientist-at-intellect-design-arena-work-from-home/,Sridevi Viswanathan,3-6 Years,190000,Python,Machine,Learning,NLP,,,,Class1,Junior Level
RingCentral,Senior Product Manager,Bangalore,2003,More than 1000 employees,https://www.instahyre.com/job-246706-senior-product-manager-at-ringcentral-bangalore/,Asha Luthara,10-14 Years,210074,Product,Management,,,,,,Class1,Senior Level
Teamware Solutions,Technical Support Associate,Noida,2003,More than 1000 employees,https://www.instahyre.com/job-246707-technical-support-associate-at-teamware-solutions-5-noida/,Anchal Dave,1-4 Years,6619,Customer,Service,,,,,,Class1,Junior Level
Tekion,Lead Engineer,Bangalore,2016,50 - 200 employees,https://www.instahyre.com/job-246705-lead-engineer-backend-at-tekion-bangalore/,Mahak Kankane,6-10 Years,80000,Java,Spring,Boot,Microservices,Data,Structures,Algorithms,Class2,Mid-Level
DataWeave,Data Engineer,Bangalore,2011,50 - 200 employees,https://www.instahyre.com/job-246703-data-engineer-at-dataweave-bangalore/,Mahak Kankane,1-3 Years,4595,Big,Data,Python,PHP,ETL,NoSQL,,Class2,Junior Level
Default,iOS Developer,Bangalore,2020,10 - 50 employees,https://www.instahyre.com/job-246702-ios-developer-at-default-bangalore/,Ankita Kumari,2-5 Years,4185,Android,iOS,,,,,,Class2,Junior Level
Impact Analytics,Database Engineer / Database Architect,Bangalore,2015,50 - 200 employees,https://www.instahyre.com/job-246699-database-engineer-database-architect-at-impact-analytics-bangalore/,Sonam Yadav,10-14 Years,16668,SQL,AWS,MongoDB,PostgreSQL,ETL,,,Class2,Senior Level
Impact Analytics,Director,Bangalore,2015,50 - 200 employees,https://www.instahyre.com/job-246701-director-global-marketing-at-impact-analytics-bangalore/,Sonam Yadav,9-14 Years,16668,Digital,Marketing,Microsoft,Access,Marketing,Automation,,Class2,Senior Level
MoEngage,Senior Product Manager,Bangalore,2014,200 - 500 employees,https://www.instahyre.com/job-246697-senior-product-manager-at-moengage-bangalore/,Sonam Yadav,3-8 Years,54600,Email,Marketing,Marketing,Automation,SQL,,,Class2,Junior Level
One Play RainBox Media,Fullstack Developer,Mumbai,2018,0 - 10 employees,https://www.instahyre.com/job-246696-fullstack-developer-at-one-play-rainbox-media-mumbai/,Sonam Yadav,4-6 Years,371,MongoDB,JavaScript,Kafka,,,,,Class2,Mid-Level
Revlitix,Software Engineer,Bangalore,2022,0 - 10 employees,https://www.instahyre.com/job-246698-software-engineer-backend-at-revlitix-bangalore/,Mrinal Bhardwaj,2-4 Years,1410,Java,Spring,Boot,MongoDB,Kafka,RabbitMQ,,Class2,Junior Level
Tekion,Lead Engineer,Bangalore,2016,50 - 200 employees,https://www.instahyre.com/job-246705-lead-engineer-backend-at-tekion-bangalore/,Mahak Kankane,6-10 Years,80000,Java,Spring,Boot,Microservices,Data,Structures,Algorithms,Class2,Mid-Level
Tekion,Staff Engineer,Gurgaon,2016,50 - 200 employees,https://www.instahyre.com/job-246704-staff-engineer-backend-developer-at-tekion-gurgaon/,Mahak Kankane,7-12 Years,80000,Java,Spring,Boot,Microservices,Algorithms,Data,Structures,Class2,Senior Level
Zetwerk,SDET,Bangalore,2017,500 - 1000 employees,https://www.instahyre.com/job-246695-sdet-at-zetwerk-bangalore/,Sonam Yadav,4-9 Years,71014,Java,REST,Assured,Selenium,SQL,MongoDB,,Class4,Mid-Level
DigiLantern,Paid Campaign Expert [Social Media,Noida,2014,50 - 200 employees,https://www.instahyre.com/job-246683-paid-campaign-expert-social-media-at-digilantern-noida/,Prernna Indu Jain,3-6 Years,4551,Content,Marketing,Digital,Marketing,Facebook,Marketing,,Class2,Junior Level
Infinity Learn,Academic Counselor,Noida,2016,50 - 200 employees,https://www.instahyre.com/job-246693-academic-counselor-at-infinity-learn-noida/,Neha Tiwari,Fresher,27799,Business,Development,Corporate,Sales,Direct,Sales,,Class2,Fresher
Khoros,Mission Critical Support Engineer,Work From Home,2001,500 - 1000 employees,https://www.instahyre.com/job-246686-mission-critical-support-engineer-at-khoros-work-from-home/,Meera J,Fresher,114763,Cloud,Computing,HTML,Java,JavaScript,Linux,SQL,Class4,Fresher
Oliver Wyman,Lead Data Engineer,Hyderabad,1984,More than 1000 employees,https://www.instahyre.com/job-246690-lead-data-engineer-at-oliver-wyman-hyderabad/,Akhila Hs,Fresher,587608,Python,SQL,Spark,AWS,Azure,,,Class1,Fresher
ScienceUtsav,Business Development Executive,Mangalore,2010,10 - 50 employees,https://www.instahyre.com/job-246691-business-development-executive-at-scienceutsav-mangalore/,Jamila Vohra,Fresher,837,Business,Development,Corporate,Sales,Direct,Sales,Sales,Class2,Fresher
Suraasa,Edtech Sales Executive,Gurgaon,2017,50 - 200 employees,https://www.instahyre.com/job-246685-edtech-sales-executive-at-suraasa-gurgaon/,Zaid Khan,Fresher,5376,Business,Development,Sales,Business,Intelligence,,,Class2,Fresher
Suraasa,International Sales Executive,Gurgaon,2017,50 - 200 employees,https://www.instahyre.com/job-246684-international-sales-executive-at-suraasa-gurgaon/,Zaid Khan,Fresher,5376,Business,Development,Sales,Direct,Sales,,,Class2,Fresher
TeamLease Regtech,Dot .NET Developer,Work From Home,2013,50 - 200 employees,https://www.instahyre.com/job-246692-dot-net-developer-at-teamlease-regtech-work-from-home/,Zoya Khan,Fresher,3571,SQL,HTML,jQuery,,,,,Class2,Fresher
Wollmilchsau Technologies,PHP / MySQL / React.js / Frontend Developer,Noida,2010,50 - 200 employees,https://www.instahyre.com/job-246687-php-mysql-reactjs-frontend-developer-at-wollmilchsau-technologies-noida-work-from-home/,Shamit Kumar Tomar,Fresher,8232,CSS,HTML,JavaScript,jQuery,,,,Class2,Fresher
Yangpoo Executive Education,Program Advisor,Mumbai,2016,50 - 200 employees,https://www.instahyre.com/job-246689-program-advisor-at-yangpoo-executive-education-mumbai/,Ifra Naaz,Fresher,13247,Technical,Consulting,Sales,Sales,Enablement,,,Class2,Fresher
Aron Web Solutions,Digital Marketing Manager,Chandigarh,2012,10 - 50 employees,https://www.instahyre.com/job-246677-digital-marketing-manager-at-aron-web-solutions-chandigarh/,Anuj Gairola,Fresher,1387,Digital,Marketing,SEO,SEM,Marketing,Finance,,Class2,Fresher
Aron Web Solutions,Shopify Developer,Chandigarh,2012,10 - 50 employees,https://www.instahyre.com/job-246675-shopify-developer-at-aron-web-solutions-chandigarh/,Anuj Gairola,Fresher,1387,HTML,Laravel,JavaScript,Shopify,Digital,Marketing,,Class2,Fresher
CoinCRED,Project Manager,Noida,2021,50 - 200 employees,https://www.instahyre.com/job-246673-project-manager-at-coincred-noida/,Shreya Kaistha,Fresher,3437,Project,Management,,,,,,Class2,Fresher
DigiLantern,Social Media Support Executive,Noida,2014,50 - 200 employees,https://www.instahyre.com/job-246682-social-media-support-executive-at-digilantern-noida-work-from-home/,Prernna Indu Jain,Fresher,4551,Digital,Marketing,,,,,,Class2,Fresher
FutureSoft,Senior Associate,Chennai,1988,200 - 500 employees,https://www.instahyre.com/job-246674-senior-associate-controls-assurance-at-futuresoft-chennai-hyderabad/,Harshita Shahi,Fresher,13736,IT,Budgeting,,,,,,Class2,Fresher
Losung360,Assistant Performance Marketing Manager,Gurgaon,2012,200 - 500 employees,https://www.instahyre.com/job-246676-assistant-performance-marketing-manager-at-losung360-gurgaon/,Rajni Mishra,Fresher,3947,Performance,Marketing,Google,Ads,Social,Media,Marketing,Class2,Fresher
Oliver Wyman,Lead / Senior Data Analytics Specialist,Hyderabad,1984,More than 1000 employees,https://www.instahyre.com/job-246680-lead-senior-data-analytics-specialist-at-oliver-wyman-hyderabad/,Akhila Hs,Fresher,587608,SQL,Power,BI,Tableau,Microsoft,Excel,Python,Class1,Fresher
Suraasa,Sales Specialists / Counsellors,Gurgaon,2017,50 - 200 employees,https://www.instahyre.com/job-246678-sales-specialists-counsellors-at-suraasa-gurgaon/,Ifra Naaz,Fresher,5376,International,Sales,Sales,International,BPO,,,Class2,Fresher
Valocity,Software Engineer,Work From Home,2013,50 - 200 employees,https://www.instahyre.com/job-246679-software-engineer-at-valocity-work-from-home/,Shivang Kumar,Fresher,5055,Azure,Angular,,,,,,Class2,Fresher
Wollmilchsau Technologies,Core PHP / MySQL Developer,Noida,2010,50 - 200 employees,https://www.instahyre.com/job-246681-core-php-mysql-developer-at-wollmilchsau-technologies-noida-work-from-home/,Shamit Kumar Tomar,Fresher,8232,PHP,,,,,,,Class2,Fresher
BetterPlace,Software Developer,Bangalore,2015,500 - 1000 employees,https://www.instahyre.com/job-246671-software-developer-at-betterplace-bangalore/,Pooja Joshi,Fresher,70605,Python,Django,Data,Structures,Flask,Microservices,,Class4,Fresher
Flatworld Solutions,ServiceNow Developer,Bangalore,2002,More than 1000 employees,https://www.instahyre.com/job-246657-servicenow-developer-at-flatworld-solutions-bangalore/,Navya C M,Fresher,21000,ServiceNow,ITIL,,,,,,Class1,Fresher
Hike Education,Sale and Support Manager,Mumbai,2014,50 - 200 employees,https://www.instahyre.com/job-246669-sale-and-support-manager-at-hike-education-mumbai/,Hisham Kasim,Fresher,20955,Customer,Interaction,Customer,Relationship,Customer,Service,,Class2,Fresher
JiyoFullest,Field Sales Executive,Bangalore,2017,0 - 10 employees,https://www.instahyre.com/job-246663-field-sales-executive-at-jiyofullest-bangalore/,Shalini Kumar,Fresher,1561,Corporate,Sales,Direct,Sales,Sales,,,Class2,Fresher
Kunato.Ai,Frontend Engineer,Work From Home,2021,10 - 50 employees,https://www.instahyre.com/job-246664-frontend-engineer-at-kunato-3-work-from-home/,Venkata Bubesh Kanna Jayaraman,Fresher,36396,Redux,TypeScript,,,,,,Class2,Fresher
Looper Development Services,Business Development Manager Field,Indore,2021,10 - 50 employees,https://www.instahyre.com/job-246658-business-development-manager-field-at-looper-development-services-indore/,Deepak Pasi,Fresher,6692,Business,Development,Corporate,Sales,Direct,Sales,Sales,Class2,Fresher
MangoApps,Product / Application Support Engineer,Pune,2007,50 - 200 employees,https://www.instahyre.com/job-246665-product-application-support-engineer-at-mangoapps-pune/,Dhhruval B Modi,Fresher,16429,Cloud,Computing,IT,Support,Java,JavaScript,Linux,Class2,Fresher
Sweply,PHP Laravel Developer,Nasik,2021,10 - 50 employees,https://www.instahyre.com/job-246670-php-laravel-developer-at-sweply-nasik/,Deepak Garg,Fresher,8505,PHP,Laravel,HTML,JavaScript,CodeIgniter,,,Class2,Fresher
ThoughtFocus,Private Equity NAV Fund Accountant,Bangalore,2004,More than 1000 employees,https://www.instahyre.com/job-246662-private-equity-nav-fund-accountant-at-thoughtfocus-bangalore/,Nagendra Prasad,Fresher,54271,Accounting,Private,Equity,,,,,Class1,Fresher
University Living,Visa,Noida,2015,50 - 200 employees,https://www.instahyre.com/job-246672-visa-associate-sr-associate-officer-at-university-living-noida/,Fareaa Javed,Fresher,3149,Operations,Management,,,,,,Class2,Fresher
Anand Rathi Shares and Stock Brokers,Dotnet Developer,Jaipur,1994,More than 1000 employees,https://www.instahyre.com/job-246656-dotnet-developer-at-anand-rathi-shares-and-stock-brokers-jaipur/,Heena Choudhary,Fresher,4050,,,,,,,,Class1,Fresher
ATCS,Devsecops Agile Coach,Hyderabad,2000,500 - 1000 employees,https://www.instahyre.com/job-246652-devsecops-agile-coach-at-atcs-hyderabad/,Devi Bhavani,Fresher,7621,Java,,,,,,,Class4,Fresher
BharatJal,Founder's Office Manager,Delhi,2017,10 - 50 employees,https://www.instahyre.com/job-246654-founders-office-manager-at-bharatjal-delhi/,Feroz Mohan Malik,Fresher,2146,Business,Development,,,,,,Class2,Fresher
CashFlo,ABAP Senior Consultant,Work From Home,2017,10 - 50 employees,https://www.instahyre.com/job-246650-abap-senior-consultant-at-cashflo-work-from-home/,Sanju Krishnan,Fresher,5226,SAP,ABAP,ECC,SAP,HANA,SAP,Fiori,Class2,Fresher
CashFlo,SAP FICO Functional Consultant,Work From Home,2017,10 - 50 employees,https://www.instahyre.com/job-246653-sap-fico-functional-consultant-at-cashflo-work-from-home/,Sanju Krishnan,Fresher,5226,SAP,FICO,,,,,,Class2,Fresher
CashFlo,Senior Software Engineer,Bangalore,2017,10 - 50 employees,https://www.instahyre.com/job-246655-senior-software-engineer-at-cashflo-bangalore/,Rituraj Rai,Fresher,5226,Python,Golang,JavaScript,,,,,Class2,Fresher
Gumlet,Product Marketer,Bangalore,2019,10 - 50 employees,https://www.instahyre.com/job-246646-product-marketer-at-gumlet-bangalore/,Narkish M,Fresher,2000,Product,Marketing,,,,,,Class2,Fresher
Neuralgo,Python Developer,Coimbatore,2023,0 - 10 employees,https://www.instahyre.com/job-246648-python-developer-at-neuralgo-coimbatore/,Surya S,Fresher,4619,Python,Django,Flask,AWS,Google,Cloud,,Class2,Fresher
NIUM,Software Engineer,Bangalore,2014,More than 1000 employees,https://www.instahyre.com/job-246645-software-engineer-nodejs-at-nium-bangalore-mumbai/,Raja Raguram,Fresher,163695,Golang,Java,Hibernate,,,,,Class1,Fresher
Nurturev,QA Engineer,Pune,2023,0 - 10 employees,https://www.instahyre.com/job-246647-qa-engineer-at-nurturev-pune/,Saranya R,Fresher,16,SDET,Manual,Testing,Performance,Testing,,,Class2,Fresher
Default,React Native Developer,Bangalore,2020,10 - 50 employees,https://www.instahyre.com/job-246636-react-native-developer-at-default-bangalore/,Archana Kumari,Fresher,4185,JavaScript,,,,,,,Class2,Fresher
DevRev,Development CRM Engineer,Chennai,2020,10 - 50 employees,https://www.instahyre.com/job-246631-development-crm-engineer-at-devrev-chennai/,Deepika Kangokar,Fresher,8777,Customer,Interaction,Java,Golang,API,Testing,,Class2,Fresher
Emporiom Digital,Junior Finance Executive,Noida,2014,10 - 50 employees,https://www.instahyre.com/job-246639-junior-finance-executive-at-emporiom-digital-noida/,Meenal Agre,Fresher,6548,Accounting,Taxation,Finance,,,,,Class2,Fresher
GoBazzinga,Marketing Analyst,Work From Home,2021,0 - 10 employees,https://www.instahyre.com/job-246641-marketing-analyst-at-gobazzinga-work-from-home/,Utkarsh Goyal,Fresher,30,Digital,Marketing,,,,,,Class2,Fresher
Goosebumps Store,Commerce Manager,Mumbai,2012,10 - 50 employees,https://www.instahyre.com/job-246642-commerce-manager-at-goosebumps-store-mumbai/,Soumya A,Fresher,141,Digital,Marketing,Google,Ads,Marketing,SEM,,Class2,Fresher
Indus Eximtech,Sales Manager,Amritsar,2001,10 - 50 employees,https://www.instahyre.com/job-246635-sales-manager-at-indus-eximtech-amritsar-jalandhar-ludhiana/,Akshay Gupta,Fresher,905,Business,Development,Direct,Sales,Sales,,,Class2,Fresher
Looper Development Services,Freight Broker,Mohali,2021,10 - 50 employees,https://www.instahyre.com/job-246630-freight-broker-at-looper-development-services-mohali/,Kanchan Rajbhar,Fresher,6692,Customer,Service,,,,,,Class2,Fresher
RingCentral,Senior Front End Developer React.js,Bangalore,2003,More than 1000 employees,https://www.instahyre.com/job-246640-senior-front-end-developer-reactjs-at-ringcentral-bangalore/,Anil Agrawal,Fresher,210074,JavaScript,,,,,,,Class1,Fresher
VGL Group,Node.js Developer,Jaipur,1989,More than 1000 employees,https://www.instahyre.com/job-246633-nodejs-developer-at-vgl-group-jaipur/,Karam Kargwal,Fresher,9537,MongoDB,Git,,,,,,Class1,Fresher
Wellnest Tech,Content Writer,Ahmedabad,2018,10 - 50 employees,https://www.instahyre.com/job-246632-content-writer-at-wellnest-tech-ahmedabad/,Kush Kansara,Fresher,1168,Content,Marketing,Content,Writing,English,Content,,Class2,Fresher
BBC Global Services,Technical Support Manager,Work From Home,2017,10 - 50 employees,https://www.instahyre.com/job-246629-technical-support-manager-at-bbc-global-services-work-from-home/,Soumyadeep Sensarma,Fresher,5522,PHP,Wordpress,,,,,,Class2,Fresher
Cheker,DevOps Engineer,Bangalore,2021,0 - 10 employees,https://www.instahyre.com/job-246618-devops-engineer-at-cheker-bangalore/,Hari Shankar,Fresher,52000,DevOps,Shell,Scripting,Terraform,Jenkins,Perl,,Class2,Fresher
Cheker,Senior DevOps Engineer,Bangalore,2021,0 - 10 employees,https://www.instahyre.com/job-246620-senior-devops-engineer-at-cheker-bangalore/,Hari Shankar,Fresher,52000,DevOps,Perl,Shell,Scripting,Terraform,PowerShell,,Class2,Fresher
CropData,Database Developer,Nagpur,2016,500 - 1000 employees,https://www.instahyre.com/job-246626-database-developer-at-cropdata-nagpur/,Nilanjan Sinha,Fresher,2019,Cassandra,MongoDB,MySQL,PostgreSQL,SQL,Server,,Class4,Fresher
CropData,SDE L,Nagpur,2016,500 - 1000 employees,https://www.instahyre.com/job-246624-sde-l-1-django-developer-at-cropdata-nagpur/,Reena Ahirao,Fresher,2019,Python,Django,,,,,,Class4,Fresher
Donyati,Oracle FDMEE,Bangalore,2015,50 - 200 employees,https://www.instahyre.com/job-246628-oracle-fdmee-at-donyati-bangalore/,Venkatesh Palani,Fresher,24000,Oracle,Data,Integrator,EPM,HFM,Hyperion,Planning,Class2,Fresher
Flatworld Solutions,Senior ServiceNow Developer,Bangalore,2002,More than 1000 employees,https://www.instahyre.com/job-246622-senior-servicenow-developer-at-flatworld-solutions-bangalore/,Roshan Srivastav,Fresher,21000,ServiceNow,,,,,,,Class1,Fresher
Lumen Technologies,Java Developer,Noida,1968,More than 1000 employees,https://www.instahyre.com/job-246621-java-developer-at-lumen-technologies-noida/,Roshan Srivastav,Fresher,369237,Java,,,,,,,Class1,Fresher
Nutrabay,Assistant Manager,Delhi,2016,10 - 50 employees,https://www.instahyre.com/job-246623-assistant-manager-partnerships-alliances-at-nutrabay-delhi-gurgaon/,Nutrabay Careers,Fresher,5212,Business,Development,Sales,,,,,Class2,Fresher
